Mes	Año	Descripción Centro	Organismo	Número Contrato	Número Expediente	Descripcion	Tipo Contrato	Procedimiento Adjudicación	Artículo	Apartado	Criterios Adjudicación	Plazo	Empresa	NIF/CIF Adjudicatario	Fecha Adjudicación	Fecha Formalización	Número Derivado	Objeto Derivado	Presupuesto Total	Importe Adjudicación	Plazo Derivado	Fecha Aprobación Derivado	Fecha Formalización Derivado	Id
Julio	2015	AYUNTAMIENTO DE MADRID	DISTRITO DE SAN BLAS-CANILLEJAS	201500457	117/2014/03824	ACUERDO MARCO DE OBRAS DE REFORMA, REPARACIÓN Y CONSERVACIÓN DEL CONJUNTO DE EDIFICIOS DEMANIALES Y PATRIMONIALES ADSCRITOS AL DISTRITO DE SAN BLAS-CANILLEJAS	Obras	Abierto			Pluralidad de criterios	11	ORTIZ CONSTRUCCIONES Y PROYECTOS, S.A.	A19001205	25/03/2015	27/03/2015	3	OBRAS DE COLOCACIÓN DE PERSIANAS EN DOS AULAS Y RETIRADA DE VALLA DE CERRAMIENTO DEL PATIO EN EL CEIP RAMÓN MARÍA DEL VALLE INCLÁN, C/ALCONERA Nº 1, EN EL DISTRITO DE SAN BLAS-CANILLEJAS.	8772	8.771,51 €	2	29/06/2015	02/07/2015	879
Julio	2015	AYUNTAMIENTO DE MADRID	DISTRITO DE SAN BLAS-CANILLEJAS	201500457	117/2014/03824	ACUERDO MARCO DE OBRAS DE REFORMA, REPARACIÓN Y CONSERVACIÓN DEL CONJUNTO DE EDIFICIOS DEMANIALES Y PATRIMONIALES ADSCRITOS AL DISTRITO DE SAN BLAS-CANILLEJAS	Obras	Abierto			Pluralidad de criterios	11	ORTIZ CONSTRUCCIONES Y PROYECTOS, S.A.	A19001205	25/03/2015	27/03/2015	4	OBRAS DE IMPERMEABILIZACIÓN EN EL CEIP CARMEN CABEZUELO, SITUADO EN C/ CANGAS DE ONÍS Nº 7, EN EL DISTRITO DE SAN BLAS-CANILLEJAS.	30000	29.999,95 €	2	29/06/2015	02/07/2015	880
Julio	2015	AYUNTAMIENTO DE MADRID	DISTRITO DE SAN BLAS-CANILLEJAS	201500457	117/2014/03824	ACUERDO MARCO DE OBRAS DE REFORMA, REPARACIÓN Y CONSERVACIÓN DEL CONJUNTO DE EDIFICIOS DEMANIALES Y PATRIMONIALES ADSCRITOS AL DISTRITO DE SAN BLAS-CANILLEJAS	Obras	Abierto			Pluralidad de criterios	11	ORTIZ CONSTRUCCIONES Y PROYECTOS, S.A.	A19001205	25/03/2015	27/03/2015	5	OBRAS DE ACONDICIONAMIENTO DE CUBIERTA DE LA COCINA Y COMEDOR E INSTALACIÓN DE PUNTO DE CORRIENTE ELÉCTRICA EN EL CEIP LA ALAMEDA.	27281	27.281,12 €	2	29/06/2015	02/07/2015	881
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201300565	503/2013/00156	ACUERDO MARCO DE SUMINISTRO DE LIBROS PARA LA AGENCIA PARA EL EMPLEO DE MADRID	Suministro	Abierto			Pluralidad de criterios	24	LIBRERÍA JURÍDICA LEX NOVA, SLU	B83268144	29/08/2013	20/09/2013	153	FORM/2015/L/034	609	609,23 €	0,16	07/04/2015	01/07/2015	882
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201300565	503/2013/00156	ACUERDO MARCO DE SUMINISTRO DE LIBROS PARA LA AGENCIA PARA EL EMPLEO DE MADRID	Suministro	Abierto			Pluralidad de criterios	24	LIBRERÍA JURÍDICA LEX NOVA, SLU	B83268144	29/08/2013	20/09/2013	154	FORM/2015/L/048	1183	1.182,79 €	0,16	08/06/2015	01/07/2015	883
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201300565	503/2013/00156	ACUERDO MARCO DE SUMINISTRO DE LIBROS PARA LA AGENCIA PARA EL EMPLEO DE MADRID	Suministro	Abierto			Pluralidad de criterios	24	LIBRERÍA JURÍDICA LEX NOVA, SLU	B83268144	29/08/2013	20/09/2013	155	FORM/2015/L/050	660	659,61 €	0,16	30/06/2015	01/07/2015	884
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201300565	503/2013/00156	ACUERDO MARCO DE SUMINISTRO DE LIBROS PARA LA AGENCIA PARA EL EMPLEO DE MADRID	Suministro	Abierto			Pluralidad de criterios	24	LIBRERÍA JURÍDICA LEX NOVA, SLU	B83268144	29/08/2013	20/09/2013	156	FORM/2015/L/052	1222	1.222,05 €	0,16	30/06/2015	01/07/2015	885
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201300565	503/2013/00156	ACUERDO MARCO DE SUMINISTRO DE LIBROS PARA LA AGENCIA PARA EL EMPLEO DE MADRID	Suministro	Abierto			Pluralidad de criterios	24	LIBRERÍA JURÍDICA LEX NOVA, SLU	B83268144	29/08/2013	20/09/2013	157	FORM/2015/L/054	504	503,70 €	0,16	30/06/2015	01/07/2015	886
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201300565	503/2013/00156	ACUERDO MARCO DE SUMINISTRO DE LIBROS PARA LA AGENCIA PARA EL EMPLEO DE MADRID	Suministro	Abierto			Pluralidad de criterios	24	LIBRERÍA JURÍDICA LEX NOVA, SLU	B83268144	29/08/2013	20/09/2013	158	TFYE/2015/LB/007	638	638,26 €	0,16	29/06/2015	01/07/2015	887
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201300565	503/2013/00156	ACUERDO MARCO DE SUMINISTRO DE LIBROS PARA LA AGENCIA PARA EL EMPLEO DE MADRID	Suministro	Abierto			Pluralidad de criterios	24	LIBRERÍA JURÍDICA LEX NOVA, SLU	B83268144	29/08/2013	20/09/2013	159	TFYE/2015/LB/008	2102	2.102,05 €	0,16	29/06/2015	01/07/2015	888
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201300565	503/2013/00156	ACUERDO MARCO DE SUMINISTRO DE LIBROS PARA LA AGENCIA PARA EL EMPLEO DE MADRID	Suministro	Abierto			Pluralidad de criterios	24	LIBRERÍA JURÍDICA LEX NOVA, SLU	B83268144	29/08/2013	20/09/2013	160	FORM/2015/L/030	684	684,07 €	0,16	30/06/2015	01/07/2015	889
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201300565	503/2013/00156	ACUERDO MARCO DE SUMINISTRO DE LIBROS PARA LA AGENCIA PARA EL EMPLEO DE MADRID	Suministro	Abierto			Pluralidad de criterios	24	LIBRERÍA JURÍDICA LEX NOVA, SLU	B83268144	29/08/2013	20/09/2013	161	FORM/2015/L/041	612	611,50 €	0,16	01/07/2015	07/07/2015	890
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201300565	503/2013/00156	ACUERDO MARCO DE SUMINISTRO DE LIBROS PARA LA AGENCIA PARA EL EMPLEO DE MADRID	Suministro	Abierto			Pluralidad de criterios	24	LIBRERÍA JURÍDICA LEX NOVA, SLU	B83268144	29/08/2013	20/09/2013	162	FORM/2015L/055	273	272,77 €	0,16	01/07/2015	07/07/2015	891
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201300565	503/2013/00156	ACUERDO MARCO DE SUMINISTRO DE LIBROS PARA LA AGENCIA PARA EL EMPLEO DE MADRID	Suministro	Abierto			Pluralidad de criterios	24	LIBRERÍA JURÍDICA LEX NOVA, SLU	B83268144	29/08/2013	20/09/2013	163	FORM/2015/L/056	623	622,87 €	0,16	03/07/2015	07/07/2015	892
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201300565	503/2013/00156	ACUERDO MARCO DE SUMINISTRO DE LIBROS PARA LA AGENCIA PARA EL EMPLEO DE MADRID	Suministro	Abierto			Pluralidad de criterios	24	LIBRERÍA JURÍDICA LEX NOVA, SLU	B83268144	29/08/2013	20/09/2013	164	FORM/2015/L/057	562	562,05 €	0,16	03/07/2015	07/07/2015	893
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201300565	503/2013/00156	ACUERDO MARCO DE SUMINISTRO DE LIBROS PARA LA AGENCIA PARA EL EMPLEO DE MADRID	Suministro	Abierto			Pluralidad de criterios	24	LIBRERÍA JURÍDICA LEX NOVA, SLU	B83268144	29/08/2013	20/09/2013	165	FORM/2015/L/058	476	476,12 €	0,16	03/07/2015	07/07/2015	894
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201300565	503/2013/00156	ACUERDO MARCO DE SUMINISTRO DE LIBROS PARA LA AGENCIA PARA EL EMPLEO DE MADRID	Suministro	Abierto			Pluralidad de criterios	24	LIBRERÍA JURÍDICA LEX NOVA, SLU	B83268144	29/08/2013	20/09/2013	166	TFYE/2015/LB-009	743	742,79 €	0,16	03/07/2015	07/07/2015	895
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201300565	503/2013/00156	ACUERDO MARCO DE SUMINISTRO DE LIBROS PARA LA AGENCIA PARA EL EMPLEO DE MADRID	Suministro	Abierto			Pluralidad de criterios	24	LIBRERÍA JURÍDICA LEX NOVA, SLU	B83268144	29/08/2013	20/09/2013	167	TFYE/2015/LB-010	185	184,86 €	0,16	03/07/2015	07/07/2015	896
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201300565	503/2013/00156	ACUERDO MARCO DE SUMINISTRO DE LIBROS PARA LA AGENCIA PARA EL EMPLEO DE MADRID	Suministro	Abierto			Pluralidad de criterios	24	LIBRERÍA JURÍDICA LEX NOVA, SLU	B83268144	29/08/2013	20/09/2013	168	FORM/2015/L/059	1088	1.087,85 €	0,16	14/07/2015	16/07/2015	897
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201300565	503/2013/00156	ACUERDO MARCO DE SUMINISTRO DE LIBROS PARA LA AGENCIA PARA EL EMPLEO DE MADRID	Suministro	Abierto			Pluralidad de criterios	24	LIBRERÍA JURÍDICA LEX NOVA, SLU	B83268144	29/08/2013	20/09/2013	169	FORM/2015/L/060	696	696,24 €	0,16	14/07/2015	16/07/2015	898
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201300565	503/2013/00156	ACUERDO MARCO DE SUMINISTRO DE LIBROS PARA LA AGENCIA PARA EL EMPLEO DE MADRID	Suministro	Abierto			Pluralidad de criterios	24	LIBRERÍA JURÍDICA LEX NOVA, SLU	B83268144	29/08/2013	20/09/2013	170	FORM/2015/L061	1222	1.222,05 €	0,16	14/07/2015	16/07/2015	899
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500247	503/2013/00511	ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMÁTICOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID.	Servicios	Abierto			Pluralidad de criterios	48	BECHLE DIRECT S.L.	B83029439	23/12/2014	23/01/2015	63	FORM/2015/AEI/044	1244	1.244,36 €	1	16/06/2015	19/06/2015	900
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500247	503/2013/00511	ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMÁTICOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID.	Servicios	Abierto			Pluralidad de criterios	48	BECHLE DIRECT S.L.	B83029439	23/12/2014	23/01/2015	64	FORM/2015/AEI/057	4735	4.735,27 €	3,83	19/06/2015	24/06/2015	901
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500247	503/2013/00511	ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMÁTICOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID.	Servicios	Abierto			Pluralidad de criterios	48	BECHLE DIRECT S.L.	B83029439	23/12/2014	23/01/2015	65	FORM/2015/AEI/060	559	559,38 €	2,3	22/06/2015	24/06/2015	902
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500247	503/2013/00511	ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMÁTICOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID.	Servicios	Abierto			Pluralidad de criterios	48	BECHLE DIRECT S.L.	B83029439	23/12/2014	23/01/2015	66	FORM/2015/AEI/052	1014	1.014,40 €	3,83	01/07/2015	03/07/2015	903
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500247	503/2013/00511	ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMÁTICOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID.	Servicios	Abierto			Pluralidad de criterios	48	BECHLE DIRECT S.L.	B83029439	23/12/2014	23/01/2015	67	FORM/2015/AEI/061	4735	4.735,27 €	3,83	09/07/2015	13/07/2015	904
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500247	503/2013/00511	ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMÁTICOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID.	Servicios	Abierto			Pluralidad de criterios	48	BECHLE DIRECT S.L.	B83029439	23/12/2014	23/01/2015	68	FEM/2015/TFYE/AI-015	755	754,89 €	0,6	03/07/2015	13/07/2015	905
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500392	503/2013/00494	ACUERDO MARCO PARA EL SUMINISTRO DE MATERIALES DE OFICIOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID, LOTES 1, 3, 4, 5, 6, 7, 8	Suministro	Abierto			Único criterio, precio	45,66	INSTALACIONES Y MANTENIMIENTOS MAGAR, S.L.	B80299191	09/02/2015	11/03/2015	12	FORM/2015/L3/002	3053	3.053,35 €	0,16	03/07/2015	08/07/2015	906
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500392	503/2013/00494	ACUERDO MARCO PARA EL SUMINISTRO DE MATERIALES DE OFICIOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID, LOTES 1, 3, 4, 5, 6, 7, 8	Suministro	Abierto			Único criterio, precio	45,66	INSTALACIONES Y MANTENIMIENTOS MAGAR, S.L.	B80299191	09/02/2015	11/03/2015	13	FORM/2015/L5/003	1778	1.777,85 €	9	03/07/2015	08/07/2015	907
Julio	2015	AYUNTAMIENTO DE MADRID	AGENCIA TRIBUTARIA MADRID	201500571	300/2015/00097	ACUERDO MARCO PARA EL SUMINISTRO DE DIVERSOS CONSUMIBLES DE INFORMÁTICA, EN LA AGENCIA TRIBUTARIA MADRID (TRES LOTES), POR NO FIGURAR EN EL VIGENTE CATÁLOGO DE MATERIAL DE OFICINA Y CONSUMIBLES DE INFORMÁTICA DE LA JUNTA CENTRAL DE COMPRAS COMUNIDAD DE MADRID	Suministro	Abierto			Único criterio, precio	12	DISTRIBUIDORA MATERIAL DE OFICINA, S.A.	A78557808	19/05/2015	20/05/2015	1	ACUERDO MARCO CONSUMIBLES INFORMATICOS	30612	30.612,34 €	0,5	24/06/2015	25/06/2015	908
Julio	2015	EMPRESAS	MADRID CALLE 30.S.A.	201500382	C30/2015/00001	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LAS LABORES DE EXPLOTACIÓN Y MANTENIMIENTO DE LA CALLE 30 ASÍ COMO EN LAS OBRAS DE CONSTRUCCIÓN, REFORMA, REHABILITACIÓN O INSTALACIÓN A LICITAR POR MADRID CALLE 30, S.A	Servicios	Abierto			Pluralidad de criterios	24	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	16/12/2014	02/01/2015	12	COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LA OBRA DE REHABILITACIÓN DE LA ESTRUCTURA NUDO SUR IV.	711	711,24 €	2	10/06/2015	10/06/2015	909
Julio	2015	EMPRESAS	MADRID CALLE 30.S.A.	201500382	C30/2015/00001	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LAS LABORES DE EXPLOTACIÓN Y MANTENIMIENTO DE LA CALLE 30 ASÍ COMO EN LAS OBRAS DE CONSTRUCCIÓN, REFORMA, REHABILITACIÓN O INSTALACIÓN A LICITAR POR MADRID CALLE 30, S.A	Servicios	Abierto			Pluralidad de criterios	24	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	16/12/2014	02/01/2015	13	COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LA OBRA DE  RENOVACIÓN DEL SISTEMA CCTV DE LOS TÚNELES DE MADRID CALLE 30.	5690	5.689,90 €	8	10/06/2015	10/06/2015	910
Julio	2015	EMPRESAS	MADRID CALLE 30.S.A.	201500382	C30/2015/00001	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LAS LABORES DE EXPLOTACIÓN Y MANTENIMIENTO DE LA CALLE 30 ASÍ COMO EN LAS OBRAS DE CONSTRUCCIÓN, REFORMA, REHABILITACIÓN O INSTALACIÓN A LICITAR POR MADRID CALLE 30, S.A	Servicios	Abierto			Pluralidad de criterios	24	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	16/12/2014	02/01/2015	14	COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LA OBRA DE  RENOVACIÓN DEL SISTEMA DE ASEGURAMIENTO DE SUMINISTRO DE ENERGÍA ELÉCTRICA A LOS SERVICIOS ESENCIALES EN INSTALACIONES DE CALLE 30, EN ALTERNATIVA A LA RENOVACIÓN DE SAI´S Y BATERÍAS, EN MADRID	8293	8.293,04 €	11,66	10/06/2015	10/06/2015	911
Julio	2015	EMPRESAS	MADRID CALLE 30.S.A.	201500382	C30/2015/00001	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LAS LABORES DE EXPLOTACIÓN Y MANTENIMIENTO DE LA CALLE 30 ASÍ COMO EN LAS OBRAS DE CONSTRUCCIÓN, REFORMA, REHABILITACIÓN O INSTALACIÓN A LICITAR POR MADRID CALLE 30, S.A	Servicios	Abierto			Pluralidad de criterios	24	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	16/12/2014	02/01/2015	15	COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LA OBRA DE RENOVACIÓN DEL SISTEMA DE DETECCIÓN AUTOMÁTICA DE INCIDENTES EN LOS TÚNELES DE MADRID CALLE 30.	4267	4.267,43 €	8	12/06/2015	12/06/2015	912
Julio	2015	EMPRESAS	MADRID CALLE 30.S.A.	201500382	C30/2015/00001	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LAS LABORES DE EXPLOTACIÓN Y MANTENIMIENTO DE LA CALLE 30 ASÍ COMO EN LAS OBRAS DE CONSTRUCCIÓN, REFORMA, REHABILITACIÓN O INSTALACIÓN A LICITAR POR MADRID CALLE 30, S.A	Servicios	Abierto			Pluralidad de criterios	24	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	16/12/2014	02/01/2015	16	COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LA OBRA DE REHABILITACIÓN DLE PUENTE SOBRE LA CALLE ARROYOFRESNO	711	711,24 €	2	10/07/2015	10/07/2015	913
Julio	2015	EMPRESAS	MADRID CALLE 30.S.A.	201500382	C30/2015/00001	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LAS LABORES DE EXPLOTACIÓN Y MANTENIMIENTO DE LA CALLE 30 ASÍ COMO EN LAS OBRAS DE CONSTRUCCIÓN, REFORMA, REHABILITACIÓN O INSTALACIÓN A LICITAR POR MADRID CALLE 30, S.A	Servicios	Abierto			Pluralidad de criterios	24	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	16/12/2014	02/01/2015	17	COORDINACIÓN DE SEGURIDAD Y SALUD DE LA OBRA DE REHABILITACIÓN DEL PASO INFERIOR LAS MORERAS.	1422	1.422,48 €	4	17/07/2015	17/07/2015	914
Agosto	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201200088	711/2011/18578	ACUERDO MARCO PARA LAS INTERVENCIONES EN EJECUCIÓN SUBSIDIARIA, ACTUACIONES DE EMERGENCIA, ADOPCIÓN DE MEDIDAS DE SEGURIDAD Y REPARACIONES DE EMERGENCIA EN EDIFICIOS MUNICIPALES EN EL TÉRMINO MUNICIPAL DE MADRID. (LOTE 2)	Obras	Abierto			Pluralidad de criterios	48	FERROVIAL AGROMAN S.A.	A28019206	23/12/2011	13/01/2012	175	CALLE PÍO BAROJA Nº 4 – COLEGIO PÚBLICO ESCUELAS AGUIRRE711/2015/09410 	8331	8.331,00 €	0,06	07/07/2015	14/07/2015	915
Agosto	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201200203	711/2011/22259	ACUERDO MARCO DE SERVICIOS PARA LA REDACCIÓN DE INFORMES EN EDIFICIOS CON POSIBLES DAÑOS ESTRUCTURALES, LA ELABORACIÓN DE ACTAS DE INSPECCIÓN TÉCNICA DE EDIFICIOS EN APLICACIÓN DE LA EJECUCIÓN SUBSIDIARIA Y LA REDACCIÓN DE PROYECTOS Y LA ASISTENCIA TÉCNICA A LA DIRECCIÓN FACULTATIVA DE LAS INTERVENCIONES EN EJECUCIÓN SUBSIDIARIA, ACTUACIONES SINGULARES, ADOPCIÓN DE MEDIDAS DE SEGURIDAD Y REPARACIONES DE EMERGENCIA EN EDIFICIOS MUNICIPALES EN EL TÉRMINO MUNICIPAL DE MADRID. (LOTE 4).	Servicios	Abierto			Pluralidad de criterios	45,86	COARSA, S.A.	A28467306	08/02/2012	05/03/2012	44	711/2014/20967   CONTRATO DERIVADO DE SERVICIOS PARA LA REDACCIÓN DE INFORMES EN EDIFICIOS CON POSIBLES DAÑOS ESTRUCTURALES ZONA 4 (10/2014).	21956	21.955,56 €	0,63	02/02/2015	03/02/2015	916
Agosto	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	389	711/2015/12177 RLL.- DERIVADO DE SERVICIOS PARA LA DESIGNACIÓN DEL COORDINADOR DE SEGURIDAD Y SALUD DE LAS OBRAS EN EJECUCIÓN INMEDIATA POR PROCEDIMIENTO DE EMERGENCIA EN LA CALLE TARRAGONA Nº 5 DE MADRID.	1716	1.716,37 €	3,23	22/07/2015	27/07/2015	917
Agosto	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	390	711/2015/11737   CONTRATO DERIVADO DE SERVICIOS PARA LA COORDINACIÓN DE SEGURIDAD Y SALUD DE LAS OBRAS DE ACTUACIÓN INMEDIATA, POR PROCEDIMIENTO DE EMERGENCIA, EN LA PLAZA DE NUESTRA SEÑORA DEL TRÁNSITO, Nº 11.	183	183,40 €	0,76	23/07/2015	27/07/2015	918
Agosto	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	391	711/2015/11434. CALLE PIO BAROJA, 4 (CR)	145	145,32 €	0,06	17/07/2015	27/07/2015	919
Agosto	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE ECONOMÍA Y HACIENDA	201200464	135/2012/00228	ACUERDO MARCO PARA EL MANTENIMIENTO Y CONSERVACIÓN DE CENTROS DE TRANSFORMACIÓN, SUS INSTALACIONES CONTRA INCENDIOS Y CLIMATIZACIÓN, UBICADOS EN DEPENDENCIAS MUNICIPALES	Servicios	Abierto			Pluralidad de criterios	24	ELDU, ELECTROAPLICACIONES, S. A.	A28923183	10/10/2012	31/10/2012	10	DERIVADO Nº 4 DE LA PRORROGA CORRESPONDIENTE A LOS CENTROS DE TRANSFORMACIÓN UBICADOS EN EL POLIDEPORTIVO GALLUR PISTAS DE ATLETISMO CUBIERTAS EN C/ GALLUR Nº 2 Y EN EL CENTRO DE ATENCIÓN SOCIAL A MAYORES DE AV. DAROCA Nº 342 (EXPTE:135/2012/00228 AMP-CT-004)	4583	4.583,21 €	14,36	11/08/2015	18/08/2015	920
Agosto	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE ECONOMÍA Y HACIENDA	201400580	135/2013/00291	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD EN LAS OBRAS A EJECUTAR POR LA DIRECCIÓN GENERAL DE GESTIÓN Y DEFENSA DEL PATRIMONIO	Servicios	Abierto			Pluralidad de criterios	12	GESTION INTEGRAL DEL SUELO, S.L.	B81480352	24/06/2014	17/07/2014	41	TRABAJOS DE REDACCIÓN DE INFORMES DE LOS PLANES DE SEGURIDAD Y SALUD Y ACTIVIDADES DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD EN LA OBRA:- OBRAS DE RENOVACIÓN DE CARPINTERÍA Y REPARACIÓN DEL EDIFICIO DE LA C/ BARCO Nº 20.	735	734,71 €	3	17/07/2015	29/07/2015	921
